ccown,ccowc,pais,continent,regio,poblacio,pibcap_2011,pibcap_1900,despesa_educacio,despesa_militar,religio_llib,n_aliances,confianca_altres,co2_capita,gini,democracia
780,LKA,Sri Lanka,Asia,South Asia,21.32373237609863,11662.90625,2056,1.929999947547913,1.845844745635986,Sí,1,NA,1.090675592422485,39.29999923706055,0.4420000016689301
483,TCD,Chad,Africa,Sub-Saharan Africa,15.94687557220459,2046.363159179688,NA,2.372459888458252,2.187153100967407,Sí,3,NA,0.1395187377929688,37.5,0.0949999988079071
155,CHL,Chile,Americas,Latin America & Caribbean,18.9520378112793,22104.765625,3386,5.618120193481445,1.856668710708618,Sí,4,0.13185789,4.798974514007568,44.90000152587891,0.8069999814033508
710,CHN,China,Asia,East Asia & Pacific,1433.78369140625,13101.7060546875,972,3.539999961853027,1.727827906608582,Sí,35,0.63979548,7.605937004089355,38.20000076293945,0.0450000017881393
713,TWN,Taiwan (Province of China),Asia,East Asia & Pacific,23.59602737426758,44663.86328125,NA,NA,NA,Sí,NA,0.30791789,NA,NA,0.7200000286102295
100,COL,Colombia,Americas,Latin America & Caribbean,50.33944320678711,13545.0498046875,1089,4.506219863891602,3.140733957290649,Sí,4,0.045394737,1.614747762680054,51.29999923706055,0.5099999904632568
581,COM,Comoros (the),Africa,Sub-Saharan Africa,0.8508859872817993,1724.420654296875,NA,NA,NA,NA,5,NA,0.4045583605766296,NA,0.1410000026226044
484,COG,Congo (the),Africa,Sub-Saharan Africa,5.380507946014404,5714.591796875,NA,3.575390100479126,2.748296499252319,No,6,NA,1.303239703178406,NA,0.0930000022053719
490,COD,Congo (the Democratic Republic of the),Africa,Sub-Saharan Africa,86.79056549072266,859.3817138671875,NA,2.450000047683716,0.7080590128898621,Sí,7,NA,0.0357036031782627,NA,0.1449999958276749
94,CRI,Costa Rica,Americas,Latin America & Caribbean,5.047561168670654,14686.25390625,NA,6.795849800109863,NA,Sí,3,NA,1.620601415634155,48.20000076293945,0.8489999771118164
344,HRV,Croatia,Europe,Europe & Central Asia,4.130303859710693,22012.314453125,NA,3.916860103607178,1.609302401542664,Sí,12,0.13960531,4.063707828521729,28.89999961853027,0.6190000176429749
40,CUB,Cuba,Americas,Latin America & Caribbean,NA,8325.630859375,NA,9.04697026272e-6,2.87620735168457,Sí,3,NA,2.289537191390991,NA,0.0850000008940697
352,CYP,Cyprus,Asia,Europe & Central Asia,0.868494987487793,27184.416015625,NA,5.250639915466309,1.858043551445007,Sí,2,0.06756518,5.851065635681152,31.20000076293945,0.7279999852180481
316,CZE,Czechia,Europe,Europe & Central Asia,10.689208984375,30748.5078125,NA,4.543379783630371,1.152521371841431,Sí,15,0.22366413,9.022786140441896,25.29999923706055,0.7080000042915344
434,BEN,Benin,Africa,Sub-Saharan Africa,11.80115127563477,2220.176513671875,NA,2.965199947357178,0.4729348421096802,Sí,4,NA,0.5939574241638184,37.79999923706055,0.3700000047683716
390,DNK,Denmark,Europe,Europe & Central Asia,5.771875858306885,46312.34375,4809,6.888579845428467,1.310977220535278,Sí,3,0.74090451,5.107988357543945,27.70000076293945,0.8830000162124634
54,DMA,Dominica,Americas,Latin America & Caribbean,0.0718080028891563,9021.173828125,NA,5.576189994812012,NA,Sí,4,NA,2.380018949508667,NA,NA
42,DOM,Dominican Republic (the),Americas,Latin America & Caribbean,10.73895835876465,15912.3994140625,NA,4.042769908905029,0.6895831227302551,Sí,3,NA,2.50232458114624,41.90000152587891,0.2720000147819519
130,ECU,Ecuador,Americas,Latin America & Caribbean,17.3736629486084,10638.8251953125,1098,4.225659847259521,2.183632373809814,Sí,3,0.058623619,2.265370845794678,45.70000076293945,0.4810000061988831
92,SLV,El Salvador,Americas,Latin America & Caribbean,6.453553199768066,8598.1982421875,NA,3.385159969329834,1.173830509185791,Sí,4,NA,1.241995334625244,38.79999923706055,0.4379999935626984
411,GNQ,Equatorial Guinea,Africa,Sub-Saharan Africa,1.355985999107361,28528.953125,NA,NA,1.214082717895508,Sí,2,NA,3.444876432418823,NA,0.0540000014007092
530,ETH,Ethiopia,Africa,Sub-Saharan Africa,112.078727722168,1838.490356445313,NA,4.480868816375732,0.5781807899475098,Sí,7,0.11908646,0.160882443189621,NA,0.1749999970197678
531,ERI,Eritrea,Africa,Sub-Saharan Africa,NA,NA,NA,NA,NA,Sí,2,NA,0.2515135109424591,NA,0.0089999996125698
366,EST,Estonia,Europe,Europe & Central Asia,1.325647950172424,27408.6640625,NA,5.301909923553467,2.02401876449585,Sí,9,0.34445307,7.672029495239258,30.79999923706055,0.8389999866485596
950,FJI,Fiji,Oceania,East Asia & Pacific,0.8899530172348022,NA,NA,5.067880153656006,1.455350637435913,Sí,1,NA,1.774700164794922,30.70000076293945,0.2689999938011169
375,FIN,Finland,Europe,Europe & Central Asia,5.532155990600586,38896.69921875,2659,6.417109966278076,1.347711086273193,Sí,3,0.69780409,7.372854709625244,27.70000076293945,0.8330000042915344
220,FRA,France,Europe,Europe & Central Asia,67.35124969482422,38515.91796875,4584,5.354430198669434,1.836461424827576,No,30,0.2663902,4.459547519683838,32.40000152587891,0.800000011920929
522,DJI,Djibouti,Africa,Middle East & North Africa,0.9735599756240844,3295.681396484375,NA,3.627739906311035,NA,Sí,4,NA,0.3910636305809021,41.59999847412109,0.1239999979734421
481,GAB,Gabon,Africa,Sub-Saharan Africa,2.172579050064087,17613.556640625,NA,2.732320070266724,1.580901741981506,Sí,5,NA,2.340839624404907,38,0.2099999934434891
372,GEO,Georgia,Asia,Europe & Central Asia,3.996764898300171,11984.9052734375,NA,3.808640003204346,1.749924302101135,Sí,9,0.091107674,2.717624187469482,35.90000152587891,0.5120000243186951
420,GMB,Gambia (the),Africa,Sub-Saharan Africa,2.347706079483032,1882.239868164063,NA,2.78892993927002,0.81024569272995,Sí,5,NA,0.2311785668134689,NA,0.4129999876022339
255,DEU,Germany,Europe,Europe & Central Asia,83.51704406738281,46177.6171875,4758,5.116640090942383,1.260267734527588,Sí,10,0.45951417,7.91162109375,31.70000076293945,0.8330000042915344
452,GHA,Ghana,Africa,Sub-Saharan Africa,30.41785621643066,4267.06689453125,NA,3.886130094528198,0.4419360756874084,Sí,5,NA,0.6357406377792358,43.5,0.6159999966621399
946,KIR,Kiribati,Oceania,East Asia & Pacific,NA,NA,NA,12.39465999603271,NA,Sí,1,NA,0.7243985533714294,27.79999923706055,NA
350,GRC,Greece,Europe,Europe & Central Asia,10.47345542907715,23450.765625,1972,3.588030099868774,2.666951894760132,Sí,13,0.085268266,5.596189022064209,33.09999847412109,0.7599999904632568
55,GRD,Grenada,Americas,Latin America & Caribbean,0.1120029985904694,NA,NA,3.552550077438354,NA,Sí,3,NA,2.688960790634155,NA,NA
90,GTM,Guatemala,Americas,Latin America & Caribbean,17.58147239685059,7402.11474609375,NA,3.199280023574829,0.4658316969871521,Sí,4,0.179821,1.162970900535583,NA,0.4090000092983246
438,GIN,Guinea,Africa,Sub-Saharan Africa,12.7712459564209,1606.466552734375,NA,1.848369956016541,1.445135712623596,Sí,5,NA,0.306735634803772,29.60000038146973,0.1490000039339066
110,GUY,Guyana,Americas,Latin America & Caribbean,0.7827659845352173,NA,NA,4.45058012008667,1.604178786277771,Sí,2,NA,3.568061590194702,NA,0.4469999969005585
41,HTI,Haiti,Americas,Latin America & Caribbean,11.26307678222656,1729.043212890625,NA,1.786811351776123,0.1394212543964386,Sí,2,0.21657346,0.2974793612957001,NA,0.2409999966621399
91,HND,Honduras,Americas,Latin America & Caribbean,9.746116638183594,5041.63525390625,NA,4.912849903106689,1.623597979545593,Sí,5,NA,1.026225090026855,48.20000076293945,0.2360000014305115
310,HUN,Hungary,Europe,Europe & Central Asia,9.68467903137207,25622.8125,2681,4.237639904022217,1.254386305809021,Sí,25,0.27433395,4.746631145477295,30,0.367000013589859
395,ISL,Iceland,Europe,Europe & Central Asia,0.3390310108661652,43438.54296875,NA,7.547359943389893,NA,Sí,2,0.63251889,4.548442363739014,26.10000038146973,0.7860000133514404
750,IND,India,Asia,South Asia,1366.417724609375,6806.49853515625,955,4.407229900360107,2.519120693206787,Sí,8,NA,1.775922656059265,35.70000076293945,0.3569999933242798
850,IDN,Indonesia,Asia,East Asia & Pacific,270.6255798339844,11851.7373046875,1151,2.84185004234314,0.7285045385360718,Sí,6,0.046380561,2.299255847930908,37.59999847412109,0.4760000109672546
630,IRN,Iran (Islamic Republic of),Asia,Middle East & North Africa,82.91390228271484,17011.3046875,NA,3.663199901580811,2.100567102432251,NA,1,0.14839572,7.277950763702393,40.90000152587891,0.1449999958276749
645,IRQ,Iraq,Asia,Middle East & North Africa,39.30978393554688,12835.8125,NA,4.710000038146973,3.382195949554443,Sí,3,0.11243612,4.199836730957031,NA,0.2409999966621399
205,IRL,Ireland,Europe,Europe & Central Asia,4.882494926452637,64684.30078125,NA,3.294610023498535,0.2791453003883362,Sí,2,NA,7.245143413543701,30.60000038146973,0.8100000023841858
666,ISR,Israel,Asia,Middle East & North Africa,8.519376754760742,32954.76953125,NA,6.12578010559082,5.1104416847229,NA,6,NA,6.919593811035156,38.59999847412109,0.6169999837875366
