Any,Ambit,Titularitat,Tipus,Edicio,NomDelFestival,DataInici,DataFi,Assistents_a_Barcelona,Assistents_fora_de_Barcelona,Espai,Organitzador,Notes_Dades
2021,Audiovisuals,Privada,Festivals,5,"NonStop Barcelona Animació",10/7/2021,10/7/2021,,,,"Assoc. Art NonStop",
2021,Música,Privada,Festivals,,"Off Sónar",29/10/2021,30/10/2021,9813,,"Poble Espanyol","Centris Events",Presencial
2021,"Multidisciplinaris i altres",Privada,Festivals,20,OFFF,3/5/2021,8/5/2021,,,,"Offf Events S.L.","Va celebrar-se únicament en format virtual amb 15.000 usuaris"
2021,Audiovisuals,Privada,Festivals,8,"Offside Fest ",1/12/2021,6/12/2021,150,,"Cinema Maldà","Kottbusser, S.L","A banda del públic presencial, van registrar-se 3.495 usuaris en línia"
2021,Audiovisuals,Privada,Festivals,4,Ohlalà!,30/9/2021,10/10/2021,,,,"Oh là là Associació Cultural",
2021,Música,Privada,Festivals,3,"Ombra Festival",25/11/2021,29/11/2021,3000,,"Utopia 126","Ombra Agency",Presencial
2021,Audiovisuals,Municipal,Festivals,6,"Pantalla Barcelona",1/7/2021,23/7/2021,1569,,"En la xarxa de centres cívics i a l'estiu llocs exteriors propers als centres.","Institut de Cultura. Ajuntament de Barcelona",Presencial
2021,Audiovisuals,Municipal,Festivals,7,"Pantalla Barcelona",19/10/2021,23/2/2022,,,"En la xarxa de centres cívics i a l'estiu llocs exteriors propers als centres.","Institut de Cultura. Ajuntament de Barcelona",Presencial
2021,"Multidisciplinaris i altres",Privada,Festivals,,"Poblenou Open Day",6/5/2021,6/5/2021,,,,"Poblenou Urban District",
2021,"Multidisciplinaris i altres",Privada,Festivals,,"Poblenou Open Night",26/11/2021,26/11/2021,,,,"Poblenou Urban District",
2021,"Multidisciplinaris i altres","Consorci o fundació amb presència municipal",Festivals,11,"Primera Persona",15/5/2021,15/5/2021,250,,CCCB,CCCB,Presencial
2021,Lletres,Privada,Festivals,4,"Qlit. Festival de Literatura Queer",21/10/2021,24/10/2021,300,,"Centre LGBTI de Barcelona","Associació d'Escriptors en Llengua Catalana","A banda del públic presencial, van registrar-se 30 usuaris en línia"
2021,"Arts escèniques",Privada,Festivals,5,"RBLS Festival Teatre Jove ",2/11/2021,6/11/2021,750,600,"Teatre Tantarantana","Associació LONESTAR CULTURA",Presencial
2021,"Arts escèniques",Municipal,Festivals,1,Rebombori,2/5/2021,30/5/2021,584,,"Castell de Montjuïc","Castell de Montjuïc. Institut de Cultura. Ajuntament de Barcelona",Presencial
2021,"Arts escèniques",Municipal,Festivals,2,Rebombori,5/9/2021,19/9/2021,345,,"Castell de Montjuïc","Castell de Montjuïc. Institut de Cultura. Ajuntament de Barcelona",Presencial
2021,Audiovisuals,Privada,Festivals,4,Reteena,3/12/2021,12/12/2021,4270,,"Diversos espais de la ciutat","Associació Reteena Audiovisual","Format mixt, amb activitats presencials i virtuals"
2021,"Arts escèniques",Privada,Festivals,,"Riu Estiu. Festival d'Humor d'Estiu de Barcelona",3/7/2021,28/8/2021,,,,-1,
2021,Música,Privada,Festivals,,ROCKPELSXUKLIS,17/12/2021,17/12/2021,,,,AFANOC,
2021,"Arts escèniques",Mixta,Festivals,7,Rombic,9/4/2021,10/4/2021,,,,"Associació Titellaire de Roquetes+ Ateneu Popular 9 Barris",
2021,Audiovisuals,Privada,Festivals,1,"Sabers Migrants",4/11/2021,6/11/2021,30,,"Can Felipa","Observatori de Vïdo No Identificat","Format mixt, amb activitats presencials i virtuals"
2021,Música,Privada,Festivals,3,"Sala Barcelona",31/7/2021,29/8/2021,3320,,"Castell de Montjuïc",ASACC,Presencial
2021,Audiovisuals,Privada,Festivals,19,"Sala Montjuïc",2/7/2021,6/8/2021,28000,,"Fossat de Santa Eulàlia - Castell de Montjuïc","Associació Cultural Modiband",Presencial
2021,Música,Mixta,Festivals,13,"Say it Loud",29/10/2021,31/10/2021,,,,"Coop. Quesoni",
2021,Música,Privada,Festivals,1,"Say it loud al Castell",5/6/2021,6/6/2021,4739,,"Castell de Montjuïc","Icub i Quesoni",Presencial
2021,Lletres,Privada,Festivals,6,"Séfer Festival del Libro Judío",9/11/2021,14/11/2021,,,,-1,
2021,Audiovisuals,Privada,Festivals,8,"Serielizados Fest",18/10/2021,24/10/2021,6500,,CCCB,"Kottbusser, S.L","A banda del públic presencial, van registrar-se 230.000 usuaris en línia"
2021,Lletres,Privada,Fires,39,"Setmana del Llibre en Català",10/9/2021,19/9/2021,12000,,"Moll de la Fusta",Editors.cat,Presencial
2021,Música,Privada,Festivals,3,"Share Festival",17/7/2021,4/9/2021,19394,,"Anella Olimpica","Xtra Event & Comunication S.L.","A banda del públic presencial, van registrar-se 1.037 usuaris en línia"
2021,"Arts escèniques",Privada,Festivals,,"Simbiòtic Festival",23/4/2021,26/5/2021,,,,"We Act Assoc.",
2021,Música,Privada,Festivals,11,SIMFONIC,7/1/2021,16/12/2021,5500,14500,,"Associació SIMFONIC","A banda del públic presencial, van registrar-se 400 usuaris en línia"
2021,Música,Privada,Festivals,,Soundeat,16/10/2021,14/11/2021,,,,-1,
2021,Audiovisuals,Privada,Festivals,28,"SUNCINE. Festival internacional de cine del medio ambiente",3/11/2021,11/11/2021,3500,,"Cinemes Girona","ACCIONS 3E","A banda del públic presencial, van registrar-se 77.000 usuaris en línia"
2021,"Arts visuals",Privada,Fires,14,"Swab Barcelona",7/10/2021,10/10/2021,10000,,"Fira de Barcelona. Pevelló Italià","Espacio de Arte Contemporaneo Diezy7","Format mixt, amb activitats presencials i virtuals"
2021,"Multidisciplinaris i altres",Privada,Festivals,,"Terrats en cultura",15/6/2021,26/9/2021,,,,Coincidències,
2021,Audiovisuals,Privada,Festivals,1,"The Purple Meridians",15/11/2021,2/12/2021,40,,"CCCB i CC Pati Llimona","Observatori de Vïdo No Identificat","Format mixt, amb activitats presencials i virtuals"
2021,Música,Municipal,Festivals,1,"Upper Montjuïc",4/7/2021,25/7/2021,460,,"Castell de Montjuïc","Castell de Montjuïc. Institut de Cultura. Ajuntament de Barcelona",Presencial
2021,"Multidisciplinaris i altres",Privada,Festivals,,"URBAN CREATIVE DISTRICT",18/12/2021,20/12/2021,,,,"Poblenou Urban District",
2021,Música,Municipal,Festivals,16,"Vespres d'estiu",13/7/2021,22/7/2021,,,,"Castell de Montjuïc. Institut de Cultura. Ajuntament de Barcelona",
2021,Música,Privada,Festivals,1,"Vespres de rumba",18/7/2021,29/8/2021,1716,,"Poble Espanyol","Poble Espanyol de Barcelona",Presencial
2021,"Multidisciplinaris i altres",Municipal,Festivals,1,"Viu Montjuïc",16/10/2021,17/10/2021,37000,,"Diversos espais de la muntanya de Montjuïc","Icub i Districte de Sants Montjuïc. Ajuntament de Barcelona",Presencial
2021,Música,Privada,Festivals,53,"Voll-Damm Festival de Jazz de Barcelona",20/1/2021,31/12/2021,18144,,,"The Project Music Company","Format mixt, amb activitats presencials i virtuals"
2021,Música,Municipal,Festivals,5,"Zero3. Altaveu d'Accions Culturals",6/7/2021,23/7/2021,100,,"A la Biblioteca Bonnemaison i al CC Convent de Sant Agustí","Centre Cívic Convent de Sant Agustí. Ajuntament de Barcelona",Presencial
2021,Audiovisuals,Privada,Festivals,16,Zinemaldia,28/5/2021,6/6/2021,,,"Cinemes Girona","Centre Cultural Euskal Etxea",Presencial
