cod_municipi,any,cod_provincia,nom_provincia,cod_comarca,nom_comarca,nom_municipi,pp_perc,psc_perc,cs_perc,indep_perc,abst_perc,intervencio
08232,2017,8,BARCELONA,3,ALT PENEDÈS,SANT PERE DE RIUDEBITLLES,1.7589576,9.0553741,11.335505,73.941368,13.344595,0
08233,2012,8,BARCELONA,24,OSONA,SANT PERE DE TORELLÓ,3.3684211,2.0350878,1.4035088,83.719299,22.150188,0
08233,2015,8,BARCELONA,24,OSONA,SANT PERE DE TORELLÓ,2.3299999,3.5,3.4300001,84.650002,17.1,0
08233,2017,8,BARCELONA,24,OSONA,SANT PERE DE TORELLÓ,.87336242,3.930131,8.3593264,83.780411,13.055255,0
08234,2012,8,BARCELONA,41,VALLÈS ORIENTAL,SANT PERE DE VILAMAJOR,9.9287624,7.7471061,7.3018699,57.747105,28.31496,0
08234,2015,8,BARCELONA,41,VALLÈS ORIENTAL,SANT PERE DE VILAMAJOR,6.9099998,7.29,14.4,59.52,18.41,0
08234,2017,8,BARCELONA,41,VALLÈS ORIENTAL,SANT PERE DE VILAMAJOR,2.8458214,8.7896252,19.272335,61.45533,14.909868,0
08235,2012,8,BARCELONA,21,MARESME,SANT POL DE MAR,6.966774,5.3590569,3.6441586,73.20472,22.472527,0
08235,2015,8,BARCELONA,21,MARESME,SANT POL DE MAR,4.5,5.5900002,7.7399998,74.050003,15.65,0
08235,2017,8,BARCELONA,21,MARESME,SANT POL DE MAR,1.9082794,6.3404126,11.880579,74.546013,13.107314,0
08236,2012,8,BARCELONA,3,ALT PENEDÈS,SANT QUINTÍ DE MEDIONA,8.251996,7.9858031,2.0408163,66.193436,24.522083,0
08236,2015,8,BARCELONA,3,ALT PENEDÈS,SANT QUINTÍ DE MEDIONA,9.9399996,6.0300002,3.5899999,73.190002,19.17,0
08236,2017,8,BARCELONA,3,ALT PENEDÈS,SANT QUINTÍ DE MEDIONA,4.9921999,6.1622467,10.842434,73.400932,16.331821,0
08237,2012,8,BARCELONA,24,OSONA,SANT QUIRZE DE BESORA,4.7582502,5.4489641,.99769759,80.199539,21.049458,0
08237,2015,8,BARCELONA,24,OSONA,SANT QUIRZE DE BESORA,3.74,4.2399998,2.3,81.449997,15.15,0
08237,2017,8,BARCELONA,24,OSONA,SANT QUIRZE DE BESORA,1.3995801,4.6885934,7.9776068,83.065079,12.439024,0
08238,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANT QUIRZE DEL VALLÈS,10.158848,9.540081,8.4318438,55.319542,22.314167,0
08238,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANT QUIRZE DEL VALLÈS,5.3200002,8.4099998,18.27,56.830002,14.77,0
08238,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANT QUIRZE DEL VALLÈS,2.4407198,11.230401,22.669344,55.765816,11.55892,0
08239,2012,8,BARCELONA,41,VALLÈS ORIENTAL,SANT QUIRZE SAFAJA,7.9019074,8.174387,5.1771116,66.757492,21.413277,0
08239,2015,8,BARCELONA,41,VALLÈS ORIENTAL,SANT QUIRZE SAFAJA,4.1500001,5.4400001,12.95,63.990002,14.22,0
08239,2017,8,BARCELONA,41,VALLÈS ORIENTAL,SANT QUIRZE SAFAJA,1.5463917,6.1855669,17.010309,68.298965,14.847161,0
08240,2012,8,BARCELONA,3,ALT PENEDÈS,SANT SADURNÍ D'ANOIA,7.0758862,13.463229,3.6917667,62.276588,25.149635,0
08240,2015,8,BARCELONA,3,ALT PENEDÈS,SANT SADURNÍ D'ANOIA,5.29,12.07,9.3599997,61.490002,18.17,0
08240,2017,8,BARCELONA,3,ALT PENEDÈS,SANT SADURNÍ D'ANOIA,2.9870927,11.776276,15.033805,61.598034,13.428086,0
08241,2012,8,BARCELONA,24,OSONA,SANT SADURNÍ D'OSORMORT,8.474576,5.0847459,3.3898306,76.271187,22.368422,0
08241,2015,8,BARCELONA,24,OSONA,SANT SADURNÍ D'OSORMORT,4.6900001,1.5599999,7.8099999,70.309998,13.51,0
08241,2017,8,BARCELONA,24,OSONA,SANT SADURNÍ D'OSORMORT,4.6875,4.6875,9.375,79.6875,12.328767,0
08242,2012,8,BARCELONA,7,BAGES,MARGANELL,5.1428571,5.1428571,0,81.14286,25.213675,0
08242,2015,8,BARCELONA,7,BAGES,MARGANELL,3.8499999,5.4899998,1.65,74.730003,16.51,0
08242,2017,8,BARCELONA,7,BAGES,MARGANELL,3.1914895,9.0425529,10.106383,73.936172,12.037037,0
08243,2012,8,BARCELONA,24,OSONA,SANTA CECÍLIA DE VOLTREGÀ,3.6496351,.729927,0,90.510948,12.738853,0
08243,2015,8,BARCELONA,24,OSONA,SANTA CECÍLIA DE VOLTREGÀ,2.01,.67000002,1.34,87.239998,6.8800001,0
08243,2017,8,BARCELONA,24,OSONA,SANTA CECÍLIA DE VOLTREGÀ,1.2987013,1.9480519,1.9480519,94.155846,5.5214725,0
08244,2012,8,BARCELONA,11,BAIX LLOBREGAT,SANTA COLOMA DE CERVELLÓ,10.368941,12.563299,10.899446,43.766579,27.594543,0
08244,2015,8,BARCELONA,11,BAIX LLOBREGAT,SANTA COLOMA DE CERVELLÓ,6.1399999,10.6,20.34,45.57,17.84,0
08244,2017,8,BARCELONA,11,BAIX LLOBREGAT,SANTA COLOMA DE CERVELLÓ,2.6515889,13.862351,25.131605,45.01852,13.41525,0
08245,2012,8,BARCELONA,13,BARCELONÈS,SANTA COLOMA DE GRAMENET,16.702511,29.244467,11.350069,18.457178,36.145908,0
08245,2015,8,BARCELONA,13,BARCELONÈS,SANTA COLOMA DE GRAMENET,13.96,25.299999,23.48,19.16,26.950001,0
08245,2017,8,BARCELONA,13,BARCELONÈS,SANTA COLOMA DE GRAMENET,6.646275,23.736231,35.463612,21.281096,21.375847,0
08246,2012,8,BARCELONA,24,OSONA,SANTA EUGÈNIA DE BERGA,3.0281181,1.7303532,1.4419611,85.147804,19.177288,0
08246,2015,8,BARCELONA,24,OSONA,SANTA EUGÈNIA DE BERGA,2.8900001,2.3399999,3.6500001,86.029999,13.38,0
08246,2017,8,BARCELONA,24,OSONA,SANTA EUGÈNIA DE BERGA,1.352265,3.0425963,6.6937118,87.085869,10.042347,0
08247,2012,8,BARCELONA,24,OSONA,SANTA EULÀLIA DE RIUPRIMER,3.1662269,3.0343008,1.5831134,83.245384,17.301414,0
08247,2015,8,BARCELONA,24,OSONA,SANTA EULÀLIA DE RIUPRIMER,2.03,2.6300001,4.4299998,86.370003,12.77,0
08247,2017,8,BARCELONA,24,OSONA,SANTA EULÀLIA DE RIUPRIMER,1.1494253,1.954023,7.3563218,85.977013,9.8140497,0
08248,2012,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA EULÀLIA DE RONÇANA,10.322228,10.595304,8.001092,56.744949,30.03587,0
08248,2015,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA EULÀLIA DE RONÇANA,5.9299998,8.1899996,17.950001,56.259998,20.65,0
08248,2017,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA EULÀLIA DE RONÇANA,2.656384,9.8757496,22.622108,56.81234,15.645278,0
08249,2012,8,BARCELONA,3,ALT PENEDÈS,SANTA FE DEL PENEDÈS,2.5531914,1.2765957,2.5531914,80.425529,11.567164,0
08249,2015,8,BARCELONA,3,ALT PENEDÈS,SANTA FE DEL PENEDÈS,1.5599999,1.95,6.6399999,85.550003,4.8099999,0
08249,2017,8,BARCELONA,3,ALT PENEDÈS,SANTA FE DEL PENEDÈS,1.5503876,3.8759689,6.2015505,85.658913,5.839416,0
08250,2012,8,BARCELONA,6,ANOIA,SANTA MARGARIDA DE MONTBUI,14.814815,25.323517,7.719768,29.718876,35.882935,0
08250,2015,8,BARCELONA,6,ANOIA,SANTA MARGARIDA DE MONTBUI,9.6099997,23.32,24.49,27.59,24.309999,0
08250,2017,8,BARCELONA,6,ANOIA,SANTA MARGARIDA DE MONTBUI,3.3705933,19.019777,38.314705,29.320723,17.812456,0
08251,2012,8,BARCELONA,3,ALT PENEDÈS,SANTA MARGARIDA I ELS MONJOS,12.133014,18.813662,5.4823246,45.745956,30.747066,0
08251,2015,8,BARCELONA,3,ALT PENEDÈS,SANTA MARGARIDA I ELS MONJOS,6.6999998,17.27,18.559999,46.150002,21.35,0
08251,2017,8,BARCELONA,3,ALT PENEDÈS,SANTA MARGARIDA I ELS MONJOS,3.4524384,14.292612,27.691936,46.426846,17.160469,0
08252,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,BARBERÀ DEL VALLÈS,15.884345,21.062183,12.345754,26.149286,31.056414,0
08252,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,BARBERÀ DEL VALLÈS,8.8000002,17.91,27.25,26.440001,21.24,0
08252,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,BARBERÀ DEL VALLÈS,4.4074054,19.821177,34.695564,27.688419,16.100731,0
08253,2012,8,BARCELONA,24,OSONA,SANTA MARIA DE BESORA,0,0,3.5087719,88.596489,16.17647,0
08253,2015,8,BARCELONA,24,OSONA,SANTA MARIA DE BESORA,0,0,1.85,92.599998,18.18,0
08253,2017,8,BARCELONA,24,OSONA,SANTA MARIA DE BESORA,.88495576,0,.88495576,94.690262,7.377049,0
08254,2012,8,BARCELONA,24,OSONA,L'ESQUIROL,1.7135024,1.6449623,.34270048,87.388626,15.344528,0
08254,2015,8,BARCELONA,24,OSONA,L'ESQUIROL,1.35,1.54,1.35,91.599998,10.64,0
08254,2017,8,BARCELONA,24,OSONA,L'ESQUIROL,.89285713,2.2959185,2.6785715,91.390305,10.216895,0
08255,2012,8,BARCELONA,14,BERGUEDÀ,SANTA MARIA DE MERLÈS,0,6.1224489,0,86.734695,28.985508,0
08255,2015,8,BARCELONA,14,BERGUEDÀ,SANTA MARIA DE MERLÈS,.94999999,1.9,2.8599999,83.809998,25,0
08255,2017,8,BARCELONA,14,BERGUEDÀ,SANTA MARIA DE MERLÈS,0,3.2258065,.80645162,91.129036,12.676056,0
08256,2012,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE MARTORELLES,6.2248998,6.425703,4.2168674,61.445782,23.932926,0
08256,2015,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE MARTORELLES,7.3099999,6.7600002,7.6799998,61.060001,15.69,0
08256,2017,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE MARTORELLES,2.0761247,7.2664361,17.474049,62.283737,12.537765,0
08257,2012,8,BARCELONA,6,ANOIA,SANTA MARIA DE MIRALLES,4.3010755,1.0752689,3.2258065,74.19355,16.964285,0
08257,2015,8,BARCELONA,6,ANOIA,SANTA MARIA DE MIRALLES,0,2.0799999,5.21,81.25,13.51,0
08257,2017,8,BARCELONA,6,ANOIA,SANTA MARIA DE MIRALLES,1.0752689,4.3010755,6.4516129,77.419357,9.7087383,0
08258,2012,8,BARCELONA,7,BAGES,SANTA MARIA D'OLÓ,2.7616279,1.8895348,.87209302,87.645348,17.344498,0
08258,2015,8,BARCELONA,7,BAGES,SANTA MARIA D'OLÓ,1.46,2.26,2.52,89.510002,10.13,0
08258,2017,8,BARCELONA,7,BAGES,SANTA MARIA D'OLÓ,1.6304348,2.7173913,3.2608695,90.489128,9.4017096,0
08259,2012,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE PALAUTORDERA,9.5130005,10.441602,3.7763104,62.670242,24.061089,0
08259,2015,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE PALAUTORDERA,6.0999999,9.2200003,9.2399998,65.959999,17.110001,0
08259,2017,8,BARCELONA,41,VALLÈS ORIENTAL,SANTA MARIA DE PALAUTORDERA,2.5047178,9.4012699,15.491508,65.311371,13.491124,0
08260,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANTA PERPÈTUA DE MOGODA,13.750632,15.614983,12.071875,32.183228,33.162155,0
08260,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANTA PERPÈTUA DE MOGODA,8.4300003,14.87,26.73,31.5,21.940001,0
08260,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,SANTA PERPÈTUA DE MOGODA,3.6447368,16.157894,34.625,33,16.98329,0
08261,2012,8,BARCELONA,21,MARESME,SANTA SUSANNA,15.809052,9.4234343,6.9435835,53.564785,29.51177,0
08261,2015,8,BARCELONA,21,MARESME,SANTA SUSANNA,8.8000002,6.6599998,21.51,52.369999,21.24,0
08261,2017,8,BARCELONA,21,MARESME,SANTA SUSANNA,3.1088083,8.8601036,30.725389,50.932644,17.559525,0
08262,2012,8,BARCELONA,7,BAGES,SANT VICENÇ DE CASTELLET,8.7763519,15.192484,4.605866,53.620533,35.898182,0
08262,2015,8,BARCELONA,7,BAGES,SANT VICENÇ DE CASTELLET,7.4299998,14.61,11.65,54.450001,26.48,0
08262,2017,8,BARCELONA,7,BAGES,SANT VICENÇ DE CASTELLET,2.8592649,13.330858,22.075752,53.787598,21.101856,0
08263,2012,8,BARCELONA,11,BAIX LLOBREGAT,SANT VICENÇ DELS HORTS,13.655061,18.605846,11.209049,38.151901,33.86134,0
08263,2015,8,BARCELONA,11,BAIX LLOBREGAT,SANT VICENÇ DELS HORTS,8.2799997,17.299999,25.440001,32.529999,23.34,0
08263,2017,8,BARCELONA,11,BAIX LLOBREGAT,SANT VICENÇ DELS HORTS,3.4566615,16.878004,35.967808,34.004978,17.744995,0
08264,2012,8,BARCELONA,21,MARESME,SANT VICENÇ DE MONTALT,13.453815,5.3882194,8.2998657,62.349396,25.908529,0
08264,2015,8,BARCELONA,21,MARESME,SANT VICENÇ DE MONTALT,6.98,6.2800002,17.959999,60.709999,18.309999,0
08264,2017,8,BARCELONA,21,MARESME,SANT VICENÇ DE MONTALT,2.6702271,8.5180244,25.447264,58.611481,14.852608,0
08265,2012,8,BARCELONA,24,OSONA,SANT VICENÇ DE TORELLÓ,3.2362459,4.5307446,.80906147,78.964401,19.652061,0
08265,2015,8,BARCELONA,24,OSONA,SANT VICENÇ DE TORELLÓ,2.7,4.1300001,2.48,85.209999,13.58,0
08265,2017,8,BARCELONA,24,OSONA,SANT VICENÇ DE TORELLÓ,1.0768126,4.3790379,6.3173008,85.857864,10.327133,0
08266,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,CERDANYOLA DEL VALLÈS,14.25411,17.658323,11.606023,35.293533,28.454124,0
08266,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,CERDANYOLA DEL VALLÈS,8.75,15.08,22.620001,36.029999,19.65,0
08266,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,CERDANYOLA DEL VALLÈS,4.2626095,18.111294,29.443531,36.200657,15.302038,0
08267,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,SENTMENAT,7.9217148,15.726933,7.6188259,48.08947,31.186708,0
08267,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,SENTMENAT,6.4000001,14.24,16.309999,48.650002,21.24,0
08267,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,SENTMENAT,2.5571764,13.434179,25.427696,48.208176,15.953601,0
08268,2012,8,BARCELONA,14,BERGUEDÀ,CERCS,5.5831265,16.377171,2.9776676,63.523575,26.16226,0
08268,2015,8,BARCELONA,14,BERGUEDÀ,CERCS,4.9699998,13.33,7.6399999,67.279999,18.34,0
08268,2017,8,BARCELONA,14,BERGUEDÀ,CERCS,1.9441069,8.3839607,13.365735,71.44593,16.582407,0
08269,2012,8,BARCELONA,24,OSONA,SEVA,4.6399226,3.3349445,2.8032866,80.376991,20.898363,0
08269,2015,8,BARCELONA,24,OSONA,SEVA,3.4300001,3.29,5.4699998,83,14.63,0
08269,2017,8,BARCELONA,24,OSONA,SEVA,1.7439388,4.3385792,10.038281,80.476395,11.826347,0
08270,2012,8,BARCELONA,17,GARRAF,SITGES,15.217035,10.851761,8.1900082,52.514332,30.515266,0
08270,2015,8,BARCELONA,17,GARRAF,SITGES,8.5299997,10.17,20.299999,49.900002,23.68,0
08270,2017,8,BARCELONA,17,GARRAF,SITGES,3.5582011,12.804233,27.55291,48.022488,19.283203,0
08271,2012,8,BARCELONA,24,OSONA,SOBREMUNT,0,0,5.4545455,85.454544,22.535212,0
08271,2015,8,BARCELONA,24,OSONA,SOBREMUNT,1.59,0,3.1700001,92.07,8.6999998,0
08271,2017,8,BARCELONA,24,OSONA,SOBREMUNT,0,1.6393442,3.2786884,91.803276,15.277778,0
08272,2012,8,BARCELONA,24,OSONA,SORA,0,1.6260163,0,91.869919,18,0
08272,2015,8,BARCELONA,24,OSONA,SORA,0,2.1900001,1.46,87.589996,11.04,0
08272,2017,8,BARCELONA,24,OSONA,SORA,0,.75187969,4.5112782,90.97744,14.743589,0
08273,2012,8,BARCELONA,3,ALT PENEDÈS,SUBIRATS,6.0368919,5.0866404,2.1240916,75.125771,21.419243,0
08273,2015,8,BARCELONA,3,ALT PENEDÈS,SUBIRATS,4.9099998,5.79,4.5,78.580002,15.73,0
08273,2017,8,BARCELONA,3,ALT PENEDÈS,SUBIRATS,2.2113023,5.2579851,9.5331697,77.936119,12.719486,0
08274,2012,8,BARCELONA,7,BAGES,SÚRIA,7.4171028,20.477022,4.5084352,49.650959,27.980988,0
08274,2015,8,BARCELONA,7,BAGES,SÚRIA,4.1199999,18.290001,16.549999,51.48,21.459999,0
08274,2017,8,BARCELONA,7,BAGES,SÚRIA,2.748791,16.034615,22.397556,51.870705,14.917008,0
08275,2012,8,BARCELONA,24,OSONA,TAVÈRNOLES,1.3953488,3.7209303,1.3953488,89.767441,10.788382,0
08275,2015,8,BARCELONA,24,OSONA,TAVÈRNOLES,2.5599999,.43000001,1.28,88.889999,7.1399999,0
08275,2017,8,BARCELONA,24,OSONA,TAVÈRNOLES,1.2552301,4.1841006,3.3472803,89.539749,4.0160642,0
08276,2012,8,BARCELONA,41,VALLÈS ORIENTAL,TAGAMANENT,4.3715849,3.2786884,2.7322404,72.131149,23.236515,0
08276,2015,8,BARCELONA,41,VALLÈS ORIENTAL,TAGAMANENT,3.6099999,3.6099999,5.6700001,80.919998,18.139999,0
08276,2017,8,BARCELONA,41,VALLÈS ORIENTAL,TAGAMANENT,1.4851485,1.980198,14.356436,76.237625,16.528925,0
08277,2012,8,BARCELONA,7,BAGES,TALAMANCA,7.2916665,3.125,1.0416666,77.083336,21.774193,0
08277,2015,8,BARCELONA,7,BAGES,TALAMANCA,3.5,1.4,5.5900002,85.309998,10.06,0
08277,2017,8,BARCELONA,7,BAGES,TALAMANCA,4.0816326,2.0408163,6.1224489,85.034012,9.2592592,0
08278,2012,8,BARCELONA,24,OSONA,TARADELL,3.1826692,2.4070606,1.1500401,82.107513,19.031216,0
08278,2015,8,BARCELONA,24,OSONA,TARADELL,2.9200001,2.6800001,3.1900001,86.18,14.09,0
08278,2017,8,BARCELONA,24,OSONA,TARADELL,1.3468809,3.5444233,6.5689983,85.680527,11.417241,0
08279,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,TERRASSA,10.575835,23.524446,9.230238,38.146664,30.056686,0
08279,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,TERRASSA,7.3600001,15,22.35,39.919998,22.74,0
08279,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,TERRASSA,3.747884,14.931932,29.80744,40.452671,18.011648,0
08280,2012,8,BARCELONA,24,OSONA,TAVERTET,3.409091,4.5454545,0,79.545456,20,0
08280,2015,8,BARCELONA,24,OSONA,TAVERTET,1.15,3.45,2.3,86.209999,13.73,0
08280,2017,8,BARCELONA,24,OSONA,TAVERTET,0,4.5454545,7.9545455,85.227272,12.871287,0
08281,2012,8,BARCELONA,21,MARESME,TEIÀ,8.9666481,5.7135048,5.0027337,67.823944,22.594231,0
08281,2015,8,BARCELONA,21,MARESME,TEIÀ,5.7800002,5.23,12.37,67.339996,16.440001,0
08281,2017,8,BARCELONA,21,MARESME,TEIÀ,2.0892687,8.4282999,17.758785,64.719849,12.0783,0
08282,2012,8,BARCELONA,21,MARESME,TIANA,9.5749073,8.6050348,4.7049112,62.36071,21.342152,0
08282,2015,8,BARCELONA,21,MARESME,TIANA,8.1000004,7.7199998,9.8800001,63.759998,14.4,0
08282,2017,8,BARCELONA,21,MARESME,TIANA,3.1068623,9.9863434,17.087744,62.478661,11.483326,0
08283,2012,8,BARCELONA,24,OSONA,TONA,5.3247647,6.3346338,2.1574478,74.845078,25.567221,0
08283,2015,8,BARCELONA,24,OSONA,TONA,4.29,6.02,6.7600002,75.639999,18.690001,0
08283,2017,8,BARCELONA,24,OSONA,TONA,1.5429688,6.0742188,13.964844,74.160156,15.042933,0
08284,2012,8,BARCELONA,21,MARESME,TORDERA,10.892567,14.026045,5.4530659,53.662506,38.154408,0
08284,2015,8,BARCELONA,21,MARESME,TORDERA,8.1499996,13.1,15.99,49.639999,27.870001,0
08284,2017,8,BARCELONA,21,MARESME,TORDERA,3.1739314,12.621667,26.470589,49.471012,22.137592,0
08285,2012,8,BARCELONA,24,OSONA,TORELLÓ,4.7505937,8.2079706,2.4940617,71.417259,25.135002,0
08285,2015,8,BARCELONA,24,OSONA,TORELLÓ,3.55,8.0500002,7.1500001,74.190002,18.370001,0
08285,2017,8,BARCELONA,24,OSONA,TORELLÓ,1.5649989,7.356637,13.605209,73.109436,14.621816,0
08286,2012,8,BARCELONA,6,ANOIA,LA TORRE DE CLARAMUNT,13.535032,17.144373,6.8471336,44.639065,34.205994,0
08286,2015,8,BARCELONA,6,ANOIA,LA TORRE DE CLARAMUNT,7.5900002,15.67,21.610001,41.52,22.25,0
08286,2017,8,BARCELONA,6,ANOIA,LA TORRE DE CLARAMUNT,3.2800672,13.414634,34.020184,42.010094,17.565699,0
08287,2012,8,BARCELONA,3,ALT PENEDÈS,TORRELAVIT,3.8036809,5.5214725,1.4723927,77.668709,21.35367,0
08287,2015,8,BARCELONA,3,ALT PENEDÈS,TORRELAVIT,3.4400001,4.4299998,4.0999999,80.379997,13.82,0
08287,2017,8,BARCELONA,3,ALT PENEDÈS,TORRELAVIT,1.0905125,4.2529988,8.2878952,80.152672,12.30916,0
08288,2012,8,BARCELONA,3,ALT PENEDÈS,TORRELLES DE FOIX,11.4,16.700001,3.5,53.200001,40.52478,0
08288,2015,8,BARCELONA,3,ALT PENEDÈS,TORRELLES DE FOIX,9.9499998,17.389999,8.4799995,50.43,28.6,0
08288,2017,8,BARCELONA,3,ALT PENEDÈS,TORRELLES DE FOIX,3.8277512,13.875598,21.69059,52.551834,24.052916,0
08289,2012,8,BARCELONA,11,BAIX LLOBREGAT,TORRELLES DE LLOBREGAT,7.4220033,7.9146142,7.2906404,60.755337,26.823416,0
08289,2015,8,BARCELONA,11,BAIX LLOBREGAT,TORRELLES DE LLOBREGAT,4.23,8.1999998,14.65,60.220001,18.73,0
08289,2017,8,BARCELONA,11,BAIX LLOBREGAT,TORRELLES DE LLOBREGAT,1.4174913,10.510832,18.989035,59.828831,14.043528,0
08290,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,ULLASTRELL,5.7093425,7.8719721,3.7197232,71.626297,20.855978,0
08290,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,ULLASTRELL,3.0899999,6.3299999,9.4099998,72.610001,13.21,0
08290,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,ULLASTRELL,1.2564671,7.3909831,14.929786,70.066521,10.139165,0
08291,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,VACARISSES,11.005878,16.002613,8.752449,45.689091,31.058403,0
08291,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,VACARISSES,6.3499999,11.12,20.08,47.220001,21.969999,0
08291,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,VACARISSES,2.3464804,11.532701,29.405891,46.205692,14.550096,0
08292,2012,8,BARCELONA,6,ANOIA,VALLBONA D'ANOIA,8.4558821,13.357843,3.9215686,58.823528,24.087591,0
08292,2015,8,BARCELONA,6,ANOIA,VALLBONA D'ANOIA,7.8699999,12.6,8.7700005,60.18,17.190001,0
08292,2017,8,BARCELONA,6,ANOIA,VALLBONA D'ANOIA,3.4714446,12.206047,15.789474,61.030235,14.675447,0
08293,2012,8,BARCELONA,14,BERGUEDÀ,VALLCEBRE,2.1621621,5.4054055,1.6216216,83.783783,21.518988,0
08293,2015,8,BARCELONA,14,BERGUEDÀ,VALLCEBRE,2.0799999,5.73,1.04,88.019997,13.12,0
08293,2017,8,BARCELONA,14,BERGUEDÀ,VALLCEBRE,2.0202019,5.5555553,5.0505052,85.858589,11.210762,0
08294,2012,8,BARCELONA,41,VALLÈS ORIENTAL,VALLGORGUINA,7.0162482,4.5051699,4.6528802,70.457901,27.968338,1
08294,2015,8,BARCELONA,41,VALLÈS ORIENTAL,VALLGORGUINA,4.6999998,4.2600002,9.1400003,71.889999,18.530001,1
08294,2017,8,BARCELONA,41,VALLÈS ORIENTAL,VALLGORGUINA,1.698887,5.6239014,14.059754,71.411835,15.037221,1
08295,2012,8,BARCELONA,11,BAIX LLOBREGAT,VALLIRANA,13.751999,15.074865,11.019044,42.186363,34.647148,0
08295,2015,8,BARCELONA,11,BAIX LLOBREGAT,VALLIRANA,7.6599998,17.43,22.58,38.259998,24.280001,0
08295,2017,8,BARCELONA,11,BAIX LLOBREGAT,VALLIRANA,3.3877459,16.994633,31.138193,38.886406,18.332272,0
08296,2012,8,BARCELONA,41,VALLÈS ORIENTAL,VALLROMANES,12.075472,4.1509433,5.2830191,66.490562,22.795824,0
08296,2015,8,BARCELONA,41,VALLÈS ORIENTAL,VALLROMANES,5.8899999,4.4499998,16.219999,63.639999,14.28,0
08296,2017,8,BARCELONA,41,VALLÈS ORIENTAL,VALLROMANES,2.4065864,9.6896772,19.822672,62.317924,12.068966,0
08297,2012,8,BARCELONA,6,ANOIA,VECIANA,4.1237111,1.0309278,0,86.597939,29.197081,0
08297,2015,8,BARCELONA,6,ANOIA,VECIANA,9.2600002,1.85,1.85,76.860001,22.299999,0
08297,2017,8,BARCELONA,6,ANOIA,VECIANA,1.8181819,3.6363637,11.818182,78.181816,16.666666,0
08298,2012,8,BARCELONA,24,OSONA,VIC,6.1327114,5.7801971,2.5194402,72.664597,23.785549,0
08298,2015,8,BARCELONA,24,OSONA,VIC,4.2399998,5.6900001,7.8899999,75.389999,20.07,0
08298,2017,8,BARCELONA,24,OSONA,VIC,2.1412301,6.496583,13.20729,74.004555,17.428646,0
08299,2012,8,BARCELONA,14,BERGUEDÀ,VILADA,3.7974684,4.113924,.63291138,77.215187,25.93458,0
08299,2015,8,BARCELONA,14,BERGUEDÀ,VILADA,3.99,5.21,1.53,85.279999,16.24,0
08299,2017,8,BARCELONA,14,BERGUEDÀ,VILADA,1.7595308,7.3313785,4.3988271,83.577713,12.082262,0
08300,2012,8,BARCELONA,40,VALLÈS OCCIDENTAL,VILADECAVALLS,11.100316,15.812485,10.153024,43.915474,26.744392,0
08300,2015,8,BARCELONA,40,VALLÈS OCCIDENTAL,VILADECAVALLS,7.1700001,10.43,21.82,47,17.200001,0
08300,2017,8,BARCELONA,40,VALLÈS OCCIDENTAL,VILADECAVALLS,2.5651145,10.714286,29.360695,46.862667,12.290984,0
08301,2012,8,BARCELONA,11,BAIX LLOBREGAT,VILADECANS,14.901427,25.239708,13.645138,22.704977,32.93515,0
08301,2015,8,BARCELONA,11,BAIX LLOBREGAT,VILADECANS,8.7200003,21.83,28.190001,22.41,22.700001,0
08301,2017,8,BARCELONA,11,BAIX LLOBREGAT,VILADECANS,4.3407488,22.85059,37.345238,23.223005,16.750895,0
08302,2012,8,BARCELONA,6,ANOIA,VILANOVA DEL CAMÍ,15.938038,22.168674,10.20654,28.623064,36.272915,0
08302,2015,8,BARCELONA,6,ANOIA,VILANOVA DEL CAMÍ,9.1099997,20.98,27.76,27.219999,24.27,0
