ccode,scode,country,year,polity2,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
710,CHN,China,1955,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1956,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1957,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1958,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1959,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1960,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1961,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1962,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1963,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1964,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1965,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1966,-9,2,1,4,1,4,1,3,1,1
710,CHN,China,1967,-9,2,1,4,1,4,1,3,1,1
710,CHN,China,1968,-9,2,1,4,1,4,1,3,1,1
710,CHN,China,1969,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1970,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1971,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1972,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1973,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1974,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1975,-8,2,1,4,2,4,1,3,2,1
710,CHN,China,1976,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1977,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1978,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1979,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1980,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1981,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1982,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1983,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1984,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1985,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1986,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1987,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1988,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1989,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1990,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1991,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1992,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1993,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1994,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1995,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1996,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1997,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1998,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,1999,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2000,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2001,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2002,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2003,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2004,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2005,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2006,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2007,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2008,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2009,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2010,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2011,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2012,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2013,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2014,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2015,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2016,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2017,-7,2,1,4,3,4,1,3,3,1
710,CHN,China,2018,-7,2,1,4,3,4,1,3,3,1
740,JPN,Japan,1800,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1801,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1802,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1803,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1804,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1805,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1806,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1807,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1808,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1809,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1810,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1811,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1812,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1813,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1814,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1815,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1816,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1817,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1818,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1819,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1820,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1821,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1822,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1823,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1824,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1825,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1826,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1827,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1828,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1829,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1830,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1831,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1832,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1833,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1834,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1835,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1836,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1837,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1838,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1839,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1840,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1841,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1842,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1843,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1844,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1845,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1846,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1847,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1848,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1849,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1850,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1851,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1852,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1853,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1854,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1855,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1856,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1857,-10,3,1,1,1,4,1,1,1,1
740,JPN,Japan,1858,-9,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1859,-8,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1860,-7,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1861,-6,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1862,-5,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1863,-4,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1864,-3,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1865,-2,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1866,-1,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1867,0,-88,-88,-88,-88,-88,-88,-88,-88,-88
740,JPN,Japan,1868,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1869,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1870,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1871,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1872,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1873,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1874,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1875,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1876,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1877,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1878,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1879,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1880,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1881,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1882,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1883,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1884,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1885,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1886,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1887,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1888,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1889,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1890,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1891,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1892,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1893,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1894,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1895,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1896,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1897,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1898,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1899,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1900,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1901,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1902,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1903,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1904,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1905,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1906,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1907,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1908,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1909,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1910,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1911,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1912,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1913,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1914,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1915,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1916,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1917,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1918,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1919,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1920,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1921,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1922,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1923,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1924,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1925,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1926,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1927,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1928,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1929,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1930,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1931,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1932,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1933,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1934,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1935,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1936,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1937,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1938,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1939,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1940,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1941,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1942,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1943,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1944,1,3,1,2,7,3,3,2,7,6
740,JPN,Japan,1945,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1946,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1947,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1948,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1949,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1950,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1951,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
740,JPN,Japan,1952,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1953,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1954,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1955,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1956,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1957,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1958,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1959,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1960,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1961,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1962,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1963,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1964,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1965,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1966,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1967,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1968,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1969,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1970,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1971,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1972,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1973,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1974,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1975,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1976,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1977,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1978,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1979,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1980,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1981,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1982,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1983,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1984,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1985,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1986,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1987,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1988,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1989,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1990,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1991,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1992,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1993,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1994,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1995,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1996,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1997,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1998,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,1999,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2000,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2001,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2002,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2003,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2004,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2005,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2006,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2007,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2008,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2009,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2010,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2011,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2012,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2013,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2014,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2015,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2016,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2017,10,3,3,4,7,5,5,8,7,10
740,JPN,Japan,2018,10,3,3,4,7,5,5,8,7,10
70,MEX,Mexico,1822,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1823,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1824,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1825,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1826,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1827,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1828,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1829,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1830,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1831,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1832,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1833,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1834,-2,-88,-88,-88,-88,-88,-88,-88,-88,-88
70,MEX,Mexico,1835,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1836,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1837,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1838,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1839,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1840,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1841,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1842,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1843,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1844,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1845,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1846,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
70,MEX,Mexico,1847,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
70,MEX,Mexico,1848,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1849,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1850,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1851,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1852,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1853,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1854,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1855,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1856,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1857,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1858,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1859,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1860,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1861,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1862,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1863,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66
70,MEX,Mexico,1864,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1865,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1866,-3,1,0,0,1,3,3,4,1,6
70,MEX,Mexico,1867,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1868,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1869,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1870,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1871,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1872,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1873,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1874,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1875,-5,2,1,4,1,3,3,3,1,6
70,MEX,Mexico,1876,-6,-88,-88,-88,-88,-88,-88,-88,-88,-88
70,MEX,Mexico,1877,-7,-88,-88,-88,-88,-88,-88,-88,-88,-88
70,MEX,Mexico,1878,-8,-88,-88,-88,-88,-88,-88,-88,-88,-88
70,MEX,Mexico,1879,-9,-88,-88,-88,-88,-88,-88,-88,-88,-88
70,MEX,Mexico,1880,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1881,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1882,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1883,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1884,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1885,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1886,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1887,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1888,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1889,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1890,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1891,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1892,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1893,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1894,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1895,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1896,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1897,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1898,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1899,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1900,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1901,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1902,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1903,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1904,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1905,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1906,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1907,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1908,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1909,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1910,-9,2,1,4,1,4,1,3,1,1
70,MEX,Mexico,1911,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1912,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1913,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1914,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1915,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1916,0,-77,-77,-77,-77,-77,-77,-77,-77,-77
70,MEX,Mexico,1917,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1918,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1919,-1,1,0,0,3,3,3,4,3,6
70,MEX,Mexico,1920,-1,2,0,0,3,3,3,5,3,6
70,MEX,Mexico,1921,-1,2,0,0,3,3,3,5,3,6
70,MEX,Mexico,1922,-1,2,0,0,3,3,3,5,3,6
70,MEX,Mexico,1923,-1,2,0,0,3,3,3,5,3,6
70,MEX,Mexico,1924,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1925,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1926,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1927,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1928,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1929,-3,2,1,4,3,3,3,3,3,6
70,MEX,Mexico,1930,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1931,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1932,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1933,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1934,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1935,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1936,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1937,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1938,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1939,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1940,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1941,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1942,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1943,-6,2,1,4,3,4,2,3,3,2
70,MEX,Mexico,1944,-6,2,1,4,3,4,2,3,3,2
